ASV silva_kingdom silva_phylum silva_class silva_order silva_family silva_genus silva_species_single silva_species_multiple rdp_kingdom rdp_phylum rdp_class rdp_order rdp_family rdp_genus rdp_species_single rdp_species_multiple decipher_domain decipher_phylum decipher_class decipher_order decipher_family decipher_genus decipher_species
ASV_16S_04779 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_04780 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA NA Bacteria Actinobacteria Actinobacteria Streptosporangiales Thermomonosporaceae Actinoallomurus NA NA Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_16S_04781 Bacteria Chloroflexi KD4-96 NA NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp16 Gp16 NA NA NA NA Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_16S_04782 Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales Marinilabiliaceae NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA
ASV_16S_04783 Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_04784 Bacteria Chloroflexi Dehalococcoidia FW22 NA NA NA NA Bacteria Chloroflexi NA NA NA NA NA NA Bacteria Chloroflexi Dehalococcoidia FW22 NA NA NA
ASV_16S_04785 Bacteria Actinobacteriota Actinobacteria Frankiales Sporichthyaceae "hgcI clade" NA NA Bacteria Actinobacteria Actinobacteria Micrococcales NA NA NA NA Bacteria Actinobacteriota Actinobacteria Frankiales Sporichthyaceae "hgcI clade" NA
ASV_16S_04786 Bacteria Acidobacteriota Holophagae "Subgroup 7" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp7 Gp7 NA NA NA NA Bacteria Acidobacteriota Holophagae "Subgroup 7" NA NA NA
ASV_16S_04787 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae Magnetospirillum NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_04788 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Candidatus_Solibacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae "Candidatus Solibacter" NA
ASV_16S_04789 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Occallatibacter NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Telmatobacter NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_04790 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04791 Bacteria Armatimonadota Armatimonadia Armatimonadales NA NA NA NA Bacteria Armatimonadetes Armatimonadia Armatimonadales Armatimonadaceae Armatimonas/Armatimonadetes_gp1 NA NA NA NA NA NA NA NA NA
ASV_16S_04792 Bacteria Proteobacteria Gammaproteobacteria Methylococcales Methylomonadaceae Methylobacter NA NA Bacteria Proteobacteria Gammaproteobacteria Methylococcales Methylococcaceae Methylobacter NA NA Bacteria Proteobacteria Gammaproteobacteria Methylococcales Methylomonadaceae Methylobacter NA
ASV_16S_04793 Bacteria Patescibacteria Saccharimonadia Saccharimonadales LWQ8 NA NA NA Bacteria Candidatus_Saccharibacteria NA NA NA NA NA NA Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA
ASV_16S_04794 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae NA NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_04795 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04796 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04797 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04799 Bacteria Bacteroidota Bacteroidia Cytophagales Cytophagaceae Cytophaga NA NA Bacteria Bacteroidetes Bacteroidia Bacteroidales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04800 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae Gemmata NA NA NA NA NA NA NA NA NA
ASV_16S_04801 Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp6 Gp6 NA NA NA NA Bacteria Acidobacteriota Vicinamibacteria Vicinamibacterales Vicinamibacteraceae NA NA
ASV_16S_04802 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales NA NA NA
ASV_16S_04803 Bacteria Cyanobacteria Vampirivibrionia Obscuribacterales Obscuribacteraceae NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04804 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04805 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_04806 Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Dependentiae Babeliae Babeliales Vermiphilaceae NA NA
ASV_16S_04807 Bacteria Planctomycetota BD7-11 NA NA NA NA NA Bacteria Planctomycetes Planctomycetacia NA NA NA NA NA Bacteria Planctomycetota BD7-11 NA NA NA NA
ASV_16S_04808 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae NA NA
ASV_16S_04809 Bacteria Bacteroidota Bacteroidia Sphingobacteriales "env.OPS 17" NA NA NA Bacteria Bacteroidetes Flavobacteriia Flavobacteriales Cryomorphaceae NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales "env.OPS 17" NA NA
ASV_16S_04810 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Simkaniaceae NA NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04811 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA
ASV_16S_04812 Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04813 Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales Labilitrichaceae Labilithrix NA NA Bacteria Myxococcota Polyangia Polyangiales Polyangiaceae Pajaroellobacter NA
ASV_16S_04814 Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA NA Bacteria Bdellovibrionota Bdellovibrionia Bdellovibrionales Bdellovibrionaceae Bdellovibrio NA
ASV_16S_04815 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA Bacteria Planctomycetota Planctomycetes NA NA NA NA
ASV_16S_04816 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA
ASV_16S_04817 Bacteria RCP2-54 NA NA NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria RCP2-54 NA NA NA NA NA
ASV_16S_04818 Bacteria Planctomycetota vadinHA49 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Planctomycetota vadinHA49 NA NA NA NA
ASV_16S_04819 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04820 Bacteria Verrucomicrobiota Verrucomicrobiae Methylacidiphilales Methylacidiphilaceae NA NA NA Bacteria Verrucomicrobia NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04821 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04822 Bacteria Proteobacteria Alphaproteobacteria Rickettsiales SM2D12 NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_16S_04823 Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA NA Bacteria Verrucomicrobia Opitutae Opitutales Opitutaceae Lacunisphaera NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA
ASV_16S_04824 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA
ASV_16S_04825 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae KD3-10 NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae KD3-10 NA
ASV_16S_04826 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04827 Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae Telmatospirillum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Rhodospirillaceae Telmatospirillum NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Magnetospirillaceae NA NA
ASV_16S_04828 Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA NA Bacteria Armatimonadetes Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas/Armatimonadetes_gp3 NA NA Bacteria Armatimonadota Chthonomonadetes Chthonomonadales Chthonomonadaceae Chthonomonas NA
ASV_16S_04829 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_04830 Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria Bdellovibrionota Oligoflexia 0319-6G20 NA NA NA
ASV_16S_04831 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA NA Bacteria Proteobacteria Betaproteobacteria Burkholderiales Oxalobacteraceae Herminiimonas NA NA Bacteria Proteobacteria Gammaproteobacteria Burkholderiales NA NA NA
ASV_16S_04832 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_16S_04833 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_04834 Bacteria Planctomycetota Planctomycetes Gemmatales Gemmataceae NA NA NA Bacteria Planctomycetes Planctomycetacia Planctomycetales Gemmataceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_04835 Bacteria Myxococcota Myxococcia Myxococcales Myxococcaceae KD3-10 NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04836 Bacteria Patescibacteria Saccharimonadia Saccharimonadales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04837 Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA NA Bacteria candidate_division_WPS-1 NA NA NA NA NA NA Bacteria Planctomycetota Phycisphaerae Tepidisphaerales "WD2101 soil group" NA NA
ASV_16S_04838 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae NA NA NA Bacteria Actinobacteria Thermoleophilia Solirubrobacterales NA NA NA NA Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales NA NA NA
ASV_16S_04839 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria Methylococcales Methylococcaceae NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04840 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA NA Bacteria Bacteroidetes Chitinophagia Chitinophagales Chitinophagaceae Ferruginibacter NA NA Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_16S_04841 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04842 Bacteria Bacteroidota Bacteroidia Sphingobacteriales KD3-93 NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales NA NA NA
ASV_16S_04843 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria Chromatiales Granulosicoccaceae Sulfuriflexus NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04844 Bacteria Proteobacteria Gammaproteobacteria Diplorickettsiales Diplorickettsiaceae NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_16S_04845 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_16S_04846 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04847 Bacteria NA NA NA NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04848 Bacteria Dependentiae Babeliae Babeliales NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04849 Bacteria Cyanobacteria Vampirivibrionia Gastranaerophilales NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Vampirovibrio NA NA Bacteria Cyanobacteria Vampirivibrionia Gastranaerophilales NA NA NA
ASV_16S_04850 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia NA NA NA NA
ASV_16S_04851 Bacteria Patescibacteria Gracilibacteria "Absconditabacteriales (SR1)" NA NA NA NA Bacteria SR1 NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04852 Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA
ASV_16S_04853 Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA Bacteria Patescibacteria Parcubacteria "Candidatus Nomurabacteria" NA NA NA
ASV_16S_04854 Bacteria Cyanobacteria Vampirivibrionia Gastranaerophilales NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Bdellovibrionales Bdellovibrionaceae Vampirovibrio NA NA Bacteria Cyanobacteria Vampirivibrionia Gastranaerophilales NA NA NA
ASV_16S_04855 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04856 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidetes Sphingobacteriia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA NA Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_16S_04857 Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA NA Bacteria Verrucomicrobia Opitutae Opitutales Opitutaceae Oleiharenicola NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Opitutaceae Lacunisphaera NA
ASV_16S_04858 Bacteria Patescibacteria Microgenomatia "Candidatus Levybacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Patescibacteria Microgenomatia "Candidatus Levybacteria" NA NA NA
ASV_16S_04859 Bacteria Patescibacteria Parcubacteria "Candidatus Moranbacteria" NA NA NA NA Bacteria Parcubacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04860 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA NA Bacteria Verrucomicrobia Spartobacteria NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Chthoniobacter NA
ASV_16S_04861 Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp2 Gp2 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae "Subgroup 2" NA NA NA
ASV_16S_04862 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Rhodospirillales Acetobacteraceae NA NA NA Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_16S_04863 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Gp1 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_16S_04864 Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae NA NA NA Bacteria Gemmatimonadetes Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas NA NA Bacteria Gemmatimonadota Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Roseisolibacter NA
ASV_16S_04865 Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia NA NA Bacteria Chlamydiae Chlamydiia Chlamydiales Parachlamydiaceae Neochlamydia NA NA Bacteria Verrucomicrobiota Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia NA
ASV_16S_04866 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae NA NA NA NA NA NA NA NA NA NA
ASV_16S_04867 Bacteria Elusimicrobiota Endomicrobia Endomicrobiales Endomicrobiaceae Endomicrobium NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Endomicrobia Endomicrobiales Endomicrobiaceae Endomicrobium NA
ASV_16S_04868 Bacteria Armatimonadota Armatimonadia Armatimonadales NA NA NA NA Bacteria Armatimonadetes Armatimonadia Armatimonadales Armatimonadaceae Armatimonas/Armatimonadetes_gp1 NA NA NA NA NA NA NA NA NA
ASV_16S_04869 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Geobacteraceae Geobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geobacter NA NA Bacteria Desulfobacterota Desulfuromonadia Geobacterales NA NA NA
ASV_16S_04870 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04871 Bacteria Actinobacteriota Thermoleophilia Gaiellales NA NA NA NA Bacteria Actinobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04872 Bacteria Actinobacteriota RBG-16-55-12 NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Actinobacteriota NA NA NA NA NA
ASV_16S_04873 Bacteria Firmicutes Negativicutes Veillonellales-Selenomonadales Sporomusaceae Pelosinus NA NA Bacteria Firmicutes Negativicutes Selenomonadales Sporomusaceae Pelosinus NA NA Bacteria Firmicutes Negativicutes Veillonellales-Selenomonadales Sporomusaceae Pelosinus NA
ASV_16S_04874 Bacteria Patescibacteria Parcubacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04875 Bacteria Firmicutes NA NA NA NA NA NA Bacteria Firmicutes NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04876 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" Granulicella NA NA Bacteria Acidobacteria Acidobacteria_Gp1 Granulicella NA NA NA NA Bacteria Acidobacteriota Acidobacteriae Acidobacteriales "Acidobacteriaceae (Subgroup 1)" NA NA
ASV_16S_04877 Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota "Lineage IIa" NA NA NA NA
ASV_16S_04878 Bacteria Desulfobacterota Desulfuromonadia Geobacterales Pseudopelobacteraceae Pseudopelobacter NA NA Bacteria Proteobacteria Deltaproteobacteria Desulfuromonadales Geobacteraceae Geobacter NA NA Bacteria Desulfobacterota Desulfuromonadia Geobacterales NA NA NA
ASV_16S_04879 Bacteria Armatimonadota NA NA NA NA NA NA Bacteria Armatimonadetes Armatimonadetes_gp2 NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04880 Bacteria Cyanobacteria Vampirivibrionia Gastranaerophilales NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04881 Bacteria Acidobacteriota Acidobacteriae Paludibaculum NA NA NA NA Bacteria Acidobacteria Acidobacteria_Gp3 Gp3 NA NA NA NA Bacteria Acidobacteriota Acidobacteriae NA NA NA NA
ASV_16S_04882 Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA NA Bacteria Bacteroidetes NA NA NA NA NA NA Bacteria Bacteroidota Bacteroidia Bacteroidales "Bacteroidetes vadinHA17" NA NA
ASV_16S_04883 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA NA Bacteria Verrucomicrobia Subdivision3 NA NA NA NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_16S_04884 Bacteria Chloroflexi Anaerolineae RBG-13-54-9 NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Chloroflexi Anaerolineae RBG-13-54-9 NA NA NA
ASV_16S_04885 Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales Rubritaleaceae NA NA NA Bacteria Verrucomicrobia Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae Luteolibacter NA NA Bacteria Verrucomicrobiota Verrucomicrobiae Verrucomicrobiales NA NA NA
ASV_16S_04886 Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA NA Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella NA
ASV_16S_04887 Bacteria Actinobacteriota Thermoleophilia Gaiellales NA NA NA NA Bacteria Actinobacteria Thermoleophilia NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04888 Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA NA Bacteria Planctomycetes Planctomycetacia Pirellulales Thermoguttaceae Thermostilla NA NA Bacteria Planctomycetota Planctomycetes Pirellulales Pirellulaceae NA NA
ASV_16S_04889 Bacteria Chloroflexi Anaerolineae SJA-15 NA NA NA NA Bacteria Chloroflexi NA NA NA NA NA NA Bacteria Chloroflexi Anaerolineae SJA-15 NA NA NA
ASV_16S_04890 Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA NA Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA NA Bacteria Abditibacteriota Abditibacteria Abditibacteriales Abditibacteriaceae Abditibacterium NA
ASV_16S_04891 Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA NA Bacteria NA NA NA NA NA NA NA Bacteria Elusimicrobiota Elusimicrobia "Lineage IV" NA NA NA
ASV_16S_04892 Bacteria "SAR324 clade(Marine group B)" NA NA NA NA NA NA Bacteria Proteobacteria NA NA NA NA NA NA NA NA NA NA NA NA NA
ASV_16S_04893 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04894 Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae NA NA NA Bacteria Firmicutes Clostridia Clostridiales Ruminococcaceae Pseudobacteroides NA NA Bacteria Firmicutes Clostridia NA Hungateiclostridiaceae NA NA
ASV_16S_04895 Bacteria NA NA NA NA NA NA NA Bacteria Proteobacteria Deltaproteobacteria Myxococcales NA NA NA NA Bacteria NA NA NA NA NA NA
ASV_16S_04896 Bacteria Patescibacteria Parcubacteria "Candidatus Jorgensenbacteria" NA NA NA NA Bacteria NA NA NA NA NA NA NA NA NA NA NA NA NA NA
